iter	Passed	Remaining
216	3418	28085
217	3422	27977
218	3448	28045
219	3450	27913
220	3469	27925
221	3489	27948
222	3492	27833
223	3509	27826
224	3529	27841
225	3550	27868
226	3569	27876
227	3572	27762
228	3593	27793
229	3596	27678
230	3597	27553
231	3615	27551
232	3634	27562
233	3651	27555
234	3670	27567
235	3685	27544
236	3703	27546
237	3723	27569
238	3731	27491
239	3735	27390
240	3754	27403
241	3773	27413
242	3778	27323
243	3798	27336
244	3804	27249
245	3824	27269
246	3846	27298
247	3867	27322
248	3870	27214
249	3871	27099
250	3890	27110
251	3894	27015
252	3897	26909
253	3915	26913
254	3931	26903
255	3952	26923
256	3971	26936
257	3976	26847
258	3982	26767
259	4001	26781
260	4003	26672
261	4004	26563
262	4019	26549
263	4022	26447
264	4024	26349
265	4043	26358
266	4047	26268
267	4067	26286
268	4087	26301
269	4102	26285
270	4111	26232
271	4130	26243
272	4153	26273
273	4155	26176
274	4159	26093
275	4167	26030
276	4184	26027
277	4207	26060
278	4219	26025
279	4234	26011
280	4236	25913
281	4247	25877
282	4257	25832
283	4259	25738
284	4278	25749
285	4298	25759
286	4320	25784
287	4339	25797
288	4358	25805
289	4379	25824
290	4399	25836
291	4401	25746
292	4426	25790
293	4455	25852
294	4478	25884
295	4498	25895
296	4499	25800
297	4503	25722
298	4528	25761
299	4531	25677
300	4551	25692
301	4560	25644
302	4579	25647
303	4606	25702
304	4628	25720
305	4651	25749
306	4668	25745
307	4687	25748
308	4709	25774
309	4714	25700
310	4739	25741
311	4763	25773
312	4790	25818
313	4811	25833
314	4813	25746
315	4848	25837
316	4879	25906
317	4884	25833
318	4912	25886
319	4934	25904
320	4944	25864
321	4972	25914
322	4995	25937
323	5015	25942
324	5035	25950
325	5036	25864
326	5043	25804
327	5048	25734
328	5065	25730
329	5086	25739
330	5106	25750
331	5128	25767
332	5147	25767
333	5166	25772
334	5190	25796
335	5209	25800
336	5230	25813
337	5254	25835
338	5256	25754
339	5275	25758
340	5279	25687
341	5283	25616
342	5304	25624
343	5308	25554
344	5328	25559
345	5345	25551
346	5352	25499
347	5373	25510
348	5393	25516
349	5412	25515
350	5434	25532
351	5455	25539
352	5467	25512
353	5489	25523
354	5514	25553
355	5534	25556
356	5553	25559
357	5571	25556
358	5574	25480
359	5581	25429
360	5601	25430
361	5608	25378
362	5629	25387
363	5649	25390
364	5653	25325
365	5657	25257
366	5677	25263
367	5699	25277
368	5722	25294
369	5724	25220
370	5747	25236
371	5770	25254
372	5790	25257
373	5808	25254
374	5828	25256
375	5847	25256
376	5875	25295
377	5893	25287
378	5897	25222
379	5903	25167
380	5908	25108
381	5928	25112
382	5950	25124
383	5974	25142
384	5976	25071
385	5979	25003
386	6002	25017
387	6021	25016
388	6038	25008
389	6057	25005
390	6077	25011
391	6100	25022
392	6123	25038
393	6144	25045
394	6165	25050
395	6182	25041
396	6210	25075
397	6232	25087
398	6252	25088
399	6263	25054
400	6284	25060
401	6308	25077
402	6328	25077
403	6349	25083
404	6365	25070
405	6385	25070
406	6408	25082
407	6428	25082
408	6435	25032
409	6453	25027
410	6458	24970
411	6476	24964
412	6495	24960
413	6504	24917
414	6526	24926
415	6545	24924
416	6567	24930
417	6587	24931
418	6607	24933
419	6625	24925
420	6647	24930
421	6666	24929
422	6673	24878
423	6692	24875
424	6708	24862
425	6731	24873
426	6753	24877
427	6771	24871
428	6790	24868
429	6808	24860
430	6829	24861
431	6850	24864
432	6870	24862
433	6891	24864
434	6909	24857
435	6927	24849
436	6929	24783
437	6945	24770
438	6952	24722
439	6975	24731
440	7002	24756
441	7022	24751
442	7043	24756
443	7064	24759
444	7087	24766
445	7109	24772
446	7132	24778
447	7154	24783
448	7172	24775
449	7193	24775
450	7213	24776
451	7233	24772
452	7253	24769
453	7276	24779
454	7285	24739
455	7307	24744
456	7323	24727
457	7344	24727
458	7364	24723
459	7382	24714
460	7401	24708
461	7408	24663
462	7423	24644
463	7429	24594
464	7449	24591
465	7468	24586
466	7489	24585
467	7509	24582
468	7528	24575
469	7548	24572
470	7568	24568
471	7592	24580
472	7612	24576
473	7630	24567
474	7651	24564
475	7671	24560
476	7692	24561
477	7711	24553
478	7728	24541
479	7747	24535
480	7766	24526
481	7788	24528
482	7811	24532
483	7831	24529
484	7851	24527
485	7874	24530
486	7892	24520
487	7912	24515
488	7932	24510
489	7951	24503
490	7972	24502
491	7989	24487
492	8007	24477
493	8027	24473
494	8048	24470
495	8066	24459
496	8090	24468
497	8105	24446
498	8122	24433
499	8143	24430
500	8161	24418
501	8179	24407
502	8199	24403
503	8222	24407
504	8243	24402
505	8264	24401
506	8284	24394
507	8305	24391
508	8325	24386
509	8347	24389
510	8368	24386
511	8391	24386
512	8420	24407
513	8439	24398
514	8463	24404
515	8480	24389
516	8504	24394
517	8526	24393
518	8543	24378
519	8563	24374
520	8586	24375
521	8604	24362
522	8623	24354
523	8643	24347
524	8664	24342
525	8684	24335
526	8703	24327
527	8723	24319
528	8749	24328
529	8769	24323
530	8790	24318
531	8809	24309
532	8829	24301
533	8847	24288
534	8869	24286
535	8885	24268
536	8902	24254
537	8923	24250
538	8945	24247
539	8991	24309
540	9018	24321
541	9041	24322
542	9058	24306
543	9080	24303
544	9097	24288
545	9116	24278
546	9131	24255
547	9149	24241
548	9170	24236
549	9188	24223
550	9208	24215
551	9227	24204
552	9242	24183
553	9261	24172
554	9279	24161
555	9301	24157
556	9323	24155
557	9343	24146
558	9365	24142
559	9389	24144
560	9411	24139
561	9430	24131
562	9447	24115
563	9467	24105
564	9490	24105
565	9513	24104
566	9534	24096
567	9553	24085
568	9576	24083
569	9596	24074
570	9620	24076
571	9639	24065
572	9660	24058
573	9679	24048
574	9699	24038
575	9720	24030
576	9740	24021
577	9760	24013
578	9784	24012
579	9803	24002
580	9821	23986
581	9842	23980
582	9862	23971
583	9882	23961
584	9903	23955
585	9925	23949
586	9947	23945
587	9967	23935
588	9990	23932
589	10011	23924
590	10033	23921
591	10052	23908
592	10077	23909
593	10097	23901
594	10119	23896
595	10139	23884
596	10156	23869
597	10176	23859
598	10196	23847
599	10217	23839
600	10234	23823
601	10255	23815
602	10274	23803
603	10294	23794
604	10315	23786
605	10335	23775
606	10353	23759
607	10374	23751
608	10396	23745
609	10415	23733
610	10436	23725
611	10457	23717
612	10478	23708
613	10497	23697
614	10517	23685
615	10539	23679
616	10560	23670
617	10581	23663
618	10602	23654
619	10621	23640
620	10639	23626
621	10658	23614
622	10678	23601
623	10698	23592
624	10715	23574
625	10736	23565
626	10757	23556
627	10777	23546
628	10798	23537
629	10818	23525
630	10836	23510
631	10857	23500
632	10880	23496
633	10901	23488
634	10922	23478
635	10946	23475
636	10966	23464
637	10985	23452
638	11006	23443
639	11025	23428
640	11045	23418
641	11064	23404
642	11085	23394
643	11103	23380
644	11122	23365
645	11144	23358
646	11162	23342
647	11180	23328
648	11201	23318
649	11219	23302
650	11238	23287
651	11259	23279
652	11279	23267
653	11300	23257
654	11317	23240
655	11338	23230
656	11361	23223
657	11385	23220
658	11400	23198
659	11419	23184
660	11439	23172
661	11456	23156
662	11480	23151
663	11503	23145
664	11525	23136
665	11546	23127
666	11571	23125
667	11594	23119
668	11617	23113
669	11637	23101
670	11656	23086
671	11677	23076
672	11698	23066
673	11716	23049
674	11733	23032
675	11753	23020
676	11772	23005
677	11793	22995
678	11815	22986
679	11838	22980
680	11860	22972
681	11878	22955
682	11897	22940
683	11916	22926
684	11934	22910
685	11954	22898
686	11974	22885
687	11999	22881
688	12021	22873
689	12039	22858
690	12060	22847
691	12081	22835
692	12102	22825
693	12124	22815
694	12143	22802
695	12160	22783
696	12180	22771
697	12206	22769
698	12227	22757
699	12245	22741
700	12263	22725
701	12285	22715
702	12306	22705
703	12322	22685
704	12342	22671
705	12365	22663
706	12385	22650
707	12403	22634
708	12429	22631
709	12449	22620
710	12469	22605
711	12492	22598
712	12514	22589
713	12535	22577
714	12552	22559
715	12572	22547
716	12593	22534
717	12617	22529
718	12637	22514
719	12658	22504
720	12677	22489
721	12725	22524
722	12762	22542
723	12789	22540
724	12809	22526
725	12833	22520
726	12855	22510
727	12877	22500
728	12894	22481
729	12914	22467
730	12936	22458
731	12956	22443
732	12975	22427
733	12997	22417
734	13019	22408
735	13041	22398
736	13064	22388
737	13082	22370
738	13101	22355
739	13123	22345
740	13144	22332
741	13162	22316
742	13184	22305
743	13203	22289
744	13222	22273
745	13242	22259
746	13267	22253
747	13288	22242
748	13309	22230
749	13327	22213
750	13345	22195
751	13368	22186
752	13390	22175
753	13409	22160
754	13430	22147
755	13451	22134
756	13469	22117
757	13489	22103
758	13509	22088
759	13529	22074
760	13547	22056
761	13566	22041
762	13587	22029
763	13608	22016
764	13629	22003
765	13648	21986
766	13668	21972
767	13689	21959
768	13708	21944
769	13731	21934
770	13752	21922
771	13777	21914
772	13794	21896
773	13815	21883
774	13837	21872
775	13855	21854
776	13876	21841
777	13896	21826
778	13916	21812
779	13937	21799
780	13955	21782
781	13970	21759
782	13996	21755
783	14022	21749
784	14045	21739
785	14067	21727
786	14089	21715
787	14114	21709
788	14139	21702
789	14163	21694
790	14188	21686
791	14209	21672
792	14235	21666
793	14268	21672
794	14293	21664
795	14316	21654
796	14342	21648
797	14367	21641
798	14389	21629
799	14412	21618
800	14432	21604
801	14451	21587
802	14468	21567
803	14490	21555
804	14509	21539
805	14534	21530
806	14559	21523
807	14584	21515
808	14610	21509
809	14637	21504
810	14665	21500
811	14686	21487
812	14711	21479
813	14745	21484
814	14774	21482
815	14803	21480
816	14830	21474
817	14857	21468
818	14877	21453
819	14898	21439
820	14922	21429
821	14946	21418
822	14967	21405
823	14991	21395
824	15013	21382
825	15039	21375
826	15061	21362
827	15079	21344
828	15101	21330
829	15126	21322
830	15151	21313
831	15171	21298
832	15195	21287
833	15217	21275
834	15246	21271
835	15269	21260
836	15293	21250
837	15312	21232
838	15335	21221
839	15358	21208
840	15376	21191
841	15394	21171
842	15412	21153
843	15433	21138
844	15458	21129
845	15479	21115
846	15499	21098
847	15519	21083
848	15547	21077
849	15590	21092
850	15615	21083
851	15637	21069
852	15658	21055
853	15680	21042
854	15699	21024
855	15718	21007
856	15738	20991
857	15760	20977
858	15778	20958
859	15795	20938
860	15816	20923
861	15836	20906
862	15854	20888
863	15871	20868
864	15893	20854
865	15912	20836
866	15934	20823
867	15956	20809
868	15978	20795
869	15995	20775
870	16016	20760
871	16034	20741
872	16055	20727
873	16075	20710
874	16095	20694
875	16119	20682
876	16136	20662
877	16155	20645
878	16177	20631
879	16196	20614
880	16217	20598
881	16236	20580
882	16255	20563
883	16278	20550
884	16299	20535
885	16318	20518
886	16341	20504
887	16360	20486
888	16376	20465
889	16399	20453
890	16418	20435
891	16436	20417
892	16457	20400
893	16477	20384
894	16498	20369
895	16518	20352
896	16538	20336
897	16558	20320
898	16578	20303
899	16596	20284
900	16618	20270
901	16637	20252
902	16656	20234
903	16675	20217
904	16699	20205
905	16718	20188
906	16739	20172
907	16759	20156
908	16782	20142
909	16797	20120
910	16818	20104
911	16840	20090
912	16862	20075
913	16883	20061
914	16901	20041
915	16920	20023
916	16939	20006
917	16956	19985
918	16974	19967
919	16995	19951
920	17015	19934
921	17040	19923
922	17064	19911
923	17087	19897
924	17107	19882
925	17129	19867
926	17148	19849
927	17168	19832
928	17191	19819
929	17208	19798
930	17227	19780
931	17245	19761
932	17266	19746
933	17287	19730
934	17308	19714
935	17331	19701
936	17355	19689
937	17378	19675
938	17403	19664
939	17427	19652
940	17446	19634
941	17466	19617
942	17488	19602
943	17510	19587
944	17530	19570
945	17555	19560
946	17575	19542
947	17593	19523
948	17610	19503
949	17631	19487
950	17651	19470
951	17675	19458
952	17698	19443
953	17717	19426
954	17735	19407
955	17757	19392
956	17781	19378
957	17798	19359
958	17816	19340
959	17836	19322
960	17855	19304
961	17876	19288
962	17895	19270
963	17915	19253
964	17936	19238
965	17959	19224
966	17981	19208
967	18002	19193
968	18024	19177
969	18042	19159
970	18059	19138
971	18084	19125
972	18110	19115
973	18132	19100
974	18149	19080
975	18169	19062
976	18189	19045
977	18208	19027
978	18235	19017
979	18256	19001
980	18275	18983
981	18301	18971
982	18324	18958
983	18345	18942
984	18364	18923
985	18385	18907
986	18404	18889
987	18425	18872
988	18446	18856
989	18464	18837
990	18487	18823
991	18512	18811
992	18534	18795
993	18553	18777
994	18576	18763
995	18597	18746
996	18620	18732
997	18642	18717
998	18662	18700
999	18681	18681
1000	18699	18661
1001	18716	18642
1002	18738	18626
1003	18758	18608
1004	18778	18591
1005	18796	18572
1006	18819	18557
1007	18840	18541
1008	18859	18523
1009	18881	18507
1010	18899	18488
1011	18920	18471
1012	18944	18457
1013	18964	18440
1014	18982	18421
1015	19002	18403
1016	19025	18389
1017	19041	18368
1018	19061	18350
1019	19081	18333
1020	19102	18317
1021	19121	18298
1022	19143	18283
1023	19165	18267
1024	19185	18250
1025	19209	18235
1026	19229	18218
1027	19249	18200
1028	19268	18182
1029	19288	18165
1030	19312	18151
1031	19331	18132
1032	19352	18116
1033	19376	18102
1034	19396	18084
1035	19417	18068
1036	19439	18052
1037	19464	18039
1038	19481	18018
1039	19501	18001
1040	19522	17984
1041	19547	17971
1042	19563	17950
1043	19582	17931
1044	19604	17915
1045	19626	17900
1046	19647	17883
1047	19670	17868
1048	19689	17849
1049	19707	17830
1050	19728	17813
1051	19748	17796
1052	19767	17777
1053	19785	17758
1054	19804	17739
1055	19823	17720
1056	19844	17704
1057	19865	17687
1058	19887	17671
1059	19908	17654
1060	19930	17638
1061	19951	17621
1062	19971	17604
1063	19988	17583
1064	20008	17566
1065	20025	17545
1066	20045	17527
1067	20065	17510
1068	20089	17496
1069	20109	17478
1070	20126	17458
1071	20146	17440
1072	20166	17422
1073	20184	17403
1074	20203	17384
1075	20221	17364
1076	20240	17346
1077	20260	17328
1078	20286	17315
1079	20309	17300
1080	20333	17286
1081	20353	17268
1082	20378	17255
1083	20399	17238
1084	20415	17216
1085	20432	17196
1086	20450	17176
1087	20474	17162
1088	20496	17146
1089	20514	17126
1090	20531	17106
1091	20552	17089
1092	20570	17069
1093	20594	17055
1094	20611	17035
1095	20631	17017
1096	20651	16999
1097	20671	16981
1098	20691	16963
1099	20714	16948
1100	20736	16931
1101	20754	16912
1102	20775	16895
1103	20794	16876
1104	20812	16856
1105	20834	16840
1106	20856	16824
1107	20878	16808
1108	20900	16792
1109	20919	16773
1110	20939	16755
1111	20964	16741
1112	20985	16723
1113	21003	16704
1114	21026	16689
1115	21045	16670
1116	21066	16653
1117	21091	16639
1118	21111	16621
1119	21130	16602
1120	21152	16586
1121	21173	16568
1122	21192	16549
1123	21212	16532
1124	21231	16513
1125	21250	16494
1126	21269	16476
1127	21292	16460
1128	21311	16441
1129	21328	16421
1130	21350	16404
1131	21368	16385
1132	21386	16365
1133	21409	16349
1134	21431	16333
1135	21451	16315
1136	21471	16297
1137	21487	16276
1138	21506	16256
1139	21525	16238
1140	21545	16220
1141	21564	16201
1142	21591	16189
1143	21621	16178
1144	21640	16159
1145	21663	16143
1146	21687	16128
1147	21711	16113
1148	21736	16099
1149	21772	16092
1150	21800	16080
1151	21827	16067
1152	21852	16053
1153	21873	16035
1154	21896	16019
1155	21916	16001
1156	21938	15984
1157	21958	15966
1158	21977	15947
1159	21997	15928
1160	22014	15908
1161	22032	15888
1162	22050	15869
1163	22071	15851
1164	22091	15833
1165	22107	15812
1166	22129	15795
1167	22147	15776
1168	22171	15760
1169	22187	15740
1170	22210	15723
1171	22235	15709
1172	22272	15702
1173	22316	15701
1174	22348	15691
1175	22370	15674
1176	22399	15662
1177	22422	15646
1178	22447	15631
1179	22469	15614
1180	22491	15597
1181	22513	15580
1182	22531	15560
1183	22550	15541
1184	22574	15525
1185	22596	15509
1186	22624	15496
1187	22652	15482
1188	22684	15473
1189	22709	15457
1190	22735	15443
1191	22757	15426
1192	22773	15405
1193	22794	15387
1194	22816	15369
1195	22835	15350
1196	22858	15334
1197	22880	15317
1198	22906	15303
1199	22937	15291
1200	22962	15276
1201	22993	15265
1202	23019	15250
1203	23043	15234
1204	23063	15216
1205	23084	15198
1206	23107	15181
1207	23129	15164
1208	23151	15146
1209	23170	15127
1210	23192	15110
1211	23210	15090
1212	23232	15073
1213	23255	15056
1214	23276	15038
1215	23293	15018
1216	23314	15000
1217	23338	14983
1218	23364	14969
1219	23387	14952
1220	23414	14938
1221	23437	14921
1222	23461	14905
1223	23483	14888
1224	23513	14875
1225	23534	14857
1226	23560	14843
1227	23579	14823
1228	23595	14802
1229	23618	14785
1230	23639	14767
1231	23659	14748
1232	23680	14730
1233	23703	14713
1234	23724	14695
1235	23747	14679
1236	23769	14661
1237	23788	14642
1238	23812	14625
1239	23830	14606
1240	23851	14587
1241	23872	14569
1242	23893	14551
1243	23917	14535
1244	23936	14515
1245	23957	14497
1246	23977	14479
1247	23995	14458
1248	24018	14442
1249	24039	14423
1250	24059	14404
1251	24080	14386
1252	24101	14368
1253	24118	14348
1254	24139	14330
1255	24161	14312
1256	24181	14293
1257	24201	14274
1258	24222	14256
1259	24241	14237
1260	24261	14218
1261	24282	14200
1262	24308	14184
1263	24332	14168
1264	24354	14150
1265	24378	14134
1266	24396	14114
1267	24415	14094
1268	24435	14075
1269	24456	14057
1270	24478	14039
1271	24496	14019
1272	24514	14000
1273	24535	13981
1274	24557	13964
1275	24576	13944
1276	24598	13926
1277	24618	13908
1278	24640	13890
1279	24664	13873
1280	24684	13855
1281	24704	13836
1282	24725	13817
1283	24746	13799
1284	24764	13779
1285	24785	13761
1286	24801	13740
1287	24819	13720
1288	24840	13702
1289	24862	13684
1290	24881	13664
1291	24902	13646
1292	24921	13626
1293	24943	13608
1294	24963	13590
1295	24985	13572
1296	25007	13554
1297	25028	13536
1298	25048	13517
1299	25069	13498
1300	25089	13480
1301	25107	13460
1302	25123	13439
1303	25141	13419
1304	25166	13402
1305	25186	13384
1306	25204	13364
1307	25223	13344
1308	25244	13326
1309	25263	13306
1310	25284	13288
1311	25304	13269
1312	25328	13252
1313	25346	13232
1314	25367	13214
1315	25384	13193
1316	25401	13173
1317	25419	13153
1318	25438	13134
1319	25458	13114
1320	25477	13095
1321	25497	13076
1322	25518	13058
1323	25540	13040
1324	25565	13023
1325	25590	13007
1326	25611	12989
1327	25637	12972
1328	25669	12960
1329	25694	12943
1330	25718	12926
1331	25744	12910
1332	25769	12894
1333	25797	12879
1334	25818	12860
1335	25839	12842
1336	25869	12828
1337	25902	12815
1338	25926	12798
1339	25944	12778
1340	25973	12763
1341	25992	12744
1342	26015	12726
1343	26035	12707
1344	26055	12688
1345	26077	12670
1346	26097	12651
1347	26118	12633
1348	26137	12613
1349	26157	12594
1350	26178	12575
1351	26198	12556
1352	26221	12539
1353	26242	12520
1354	26264	12502
1355	26285	12483
1356	26308	12466
1357	26328	12446
1358	26348	12427
1359	26369	12409
1360	26391	12390
1361	26409	12370
1362	26427	12350
1363	26450	12333
1364	26470	12314
1365	26493	12296
1366	26516	12278
1367	26536	12259
1368	26559	12241
1369	26581	12223
1370	26603	12205
1371	26622	12185
1372	26640	12165
1373	26664	12148
1374	26678	12126
1375	26697	12107
1376	26716	12087
1377	26736	12068
1378	26756	12049
1379	26775	12029
1380	26796	12010
1381	26817	11992
1382	26836	11972
1383	26855	11953
1384	26874	11933
1385	26893	11913
1386	26911	11893
1387	26931	11874
1388	26951	11855
1389	26972	11836
1390	26992	11817
1391	27013	11798
1392	27033	11780
1393	27050	11759
1394	27072	11740
1395	27091	11721
1396	27113	11703
1397	27130	11682
1398	27149	11663
1399	27168	11643
1400	27191	11625
1401	27211	11606
1402	27234	11588
1403	27251	11568
1404	27273	11550
1405	27293	11530
1406	27312	11511
1407	27334	11492
1408	27355	11474
1409	27375	11454
1410	27394	11435
1411	27413	11415
1412	27430	11395
1413	27451	11376
1414	27471	11357
1415	27494	11339
1416	27515	11320
1417	27534	11301
1418	27552	11281
1419	27573	11262
1420	27593	11243
1421	27614	11224
1422	27631	11203
1423	27650	11184
1424	27671	11165
1425	27693	11147
1426	27712	11127
1427	27729	11107
1428	27750	11088
1429	27770	11069
1430	27787	11048
1431	27804	11028
1432	27823	11009
1433	27841	10988
1434	27863	10970
1435	27883	10951
1436	27902	10932
1437	27921	10912
1438	27940	10892
1439	27959	10873
1440	27979	10854
1441	28004	10836
1442	28022	10816
1443	28046	10798
1444	28066	10780
1445	28086	10760
1446	28106	10741
1447	28125	10721
1448	28145	10702
1449	28164	10683
1450	28184	10663
1451	28203	10644
1452	28225	10625
1453	28242	10605
1454	28261	10585
1455	28280	10566
1456	28299	10546
1457	28323	10529
1458	28340	10508
1459	28358	10488
1460	28380	10470
1461	28399	10450
1462	28422	10432
1463	28439	10412
1464	28460	10393
1465	28480	10374
1466	28498	10354
1467	28517	10334
1468	28538	10315
1469	28554	10295
1470	28571	10274
1471	28591	10255
1472	28609	10235
1473	28630	10216
1474	28648	10196
1475	28665	10176
1476	28686	10157
1477	28705	10138
1478	28727	10119
1479	28745	10099
1480	28764	10080
1481	28782	10060
1482	28803	10041
1483	28821	10021
1484	28842	10002
1485	28862	9983
1486	28878	9962
1487	28899	9943
1488	28921	9925
1489	28942	9906
1490	28966	9888
1491	28985	9869
1492	29004	9849
1493	29023	9829
1494	29044	9810
1495	29064	9791
1496	29085	9772
1497	29101	9752
1498	29121	9732
1499	29144	9714
1500	29163	9695
1501	29180	9675
1502	29199	9655
1503	29221	9637
1504	29242	9618
1505	29263	9599
1506	29282	9579
1507	29301	9559
1508	29322	9540
1509	29345	9522
1510	29367	9503
1511	29386	9484
1512	29409	9466
1513	29428	9446
1514	29453	9429
1515	29498	9417
1516	29526	9400
1517	29545	9381
1518	29564	9361
1519	29583	9342
1520	29602	9322
1521	29624	9303
1522	29640	9283
1523	29664	9265
1524	29684	9246
1525	29703	9226
1526	29722	9206
1527	29739	9186
1528	29757	9166
1529	29781	9148
1530	29801	9129
1531	29820	9109
1532	29842	9090
1533	29862	9071
1534	29883	9052
1535	29900	9032
1536	29919	9012
1537	29937	8992
1538	29958	8974
1539	29977	8954
1540	29999	8935
1541	30016	8915
1542	30035	8895
1543	30055	8876
1544	30078	8858
1545	30096	8838
1546	30114	8818
1547	30135	8799
1548	30153	8779
1549	30176	8760
1550	30195	8741
1551	30215	8722
1552	30235	8702
1553	30254	8683
1554	30274	8663
1555	30293	8644
1556	30311	8624
1557	30330	8604
1558	30350	8585
1559	30367	8565
1560	30388	8546
1561	30406	8526
1562	30430	8508
1563	30450	8488
1564	30470	8469
1565	30489	8449
1566	30509	8430
1567	30527	8410
1568	30546	8391
1569	30568	8372
1570	30587	8352
1571	30607	8333
1572	30625	8313
1573	30644	8293
1574	30663	8274
1575	30678	8253
1576	30694	8233
1577	30709	8212
1578	30728	8193
1579	30748	8173
1580	30771	8155
1581	30789	8135
1582	30809	8115
1583	30829	8096
1584	30850	8077
1585	30863	8056
1586	30880	8036
1587	30901	8017
1588	30919	7997
1589	30941	7978
1590	30961	7959
1591	30981	7940
1592	31000	7920
1593	31018	7900
1594	31037	7881
1595	31058	7861
1596	31076	7842
1597	31102	7824
1598	31123	7805
1599	31141	7785
1600	31162	7766
1601	31180	7746
1602	31201	7727
1603	31219	7707
1604	31238	7687
1605	31257	7668
1606	31276	7648
1607	31320	7635
1608	31348	7617
1609	31375	7600
1610	31395	7580
1611	31415	7561
1612	31432	7541
1613	31454	7522
1614	31473	7503
1615	31493	7483
1616	31508	7463
1617	31527	7443
1618	31545	7423
1619	31566	7404
1620	31587	7385
1621	31606	7365
1622	31629	7347
1623	31651	7328
1624	31669	7308
1625	31688	7288
1626	31711	7269
1627	31729	7250
1628	31746	7230
1629	31767	7210
1630	31786	7191
1631	31807	7172
1632	31827	7152
1633	31848	7133
1634	31867	7114
1635	31887	7094
1636	31906	7075
1637	31925	7055
1638	31948	7036
1639	31992	7022
1640	32019	7004
1641	32043	6986
1642	32061	6966
1643	32081	6946
1644	32100	6927
1645	32123	6908
1646	32145	6889
1647	32165	6870
1648	32188	6851
1649	32207	6831
1650	32226	6812
1651	32248	6793
1652	32273	6774
1653	32301	6757
1654	32322	6737
1655	32342	6718
1656	32365	6699
1657	32389	6681
1658	32408	6661
1659	32430	6642
1660	32451	6623
1661	32468	6603
1662	32488	6583
1663	32509	6564
1664	32529	6544
1665	32548	6525
1666	32567	6505
1667	32587	6486
1668	32605	6466
1669	32624	6446
